No.,Hotel Name,Ratings,Reviews,Reviews Split
10,Grand Copthorne Waterfront Singapore,1,THE HOTEL DOUBLE CHARGE TO MY CREDIT CARD The Good Hotel Double Charged To My Credit Card  I Paid Payment When I Made A Room Reservation  Upon Checking Out The Staff Charged Once Again To My Card Without Any Notification From My Bank Card Until I Saw My Bank Statement  Thereafter I Called To The Hotel No Respond Emailed Them No Respond Whatsapp To The Number They Given During Room Reservation The Operator Push The Ball Back To Enquiry Email  Purposely Made Second Trip Returned To The Hotel The Staff Admitted That They Double Charge To My Card Will Assist To Raise A Refund And Give Me A Black And White Their Mistake  Eventually One Of The Duty Manager Replied To My Email Assure That Will Refund The Amount Within  Days  Today Was Day  I Yet To Receive The Refund Amount  I Emailed Once Again To   ,"['hotel', 'double', 'charge', 'credit', 'card', 'good', 'hotel', 'double', 'charged', 'credit', 'card', 'paid', 'payment', 'made', 'room', 'reservation', 'upon', 'checking', 'staff', 'charged', 'card', 'without', 'notification', 'bank', 'card', 'saw', 'bank', 'statement', 'thereafter', 'called', 'hotel', 'respond', 'emailed', 'respond', 'whatsapp', 'number', 'given', 'room', 'reservation', 'operator', 'push', 'ball', 'back', 'enquiry', 'email', 'purposely', 'made', 'second', 'trip', 'returned', 'hotel', 'staff', 'admitted', 'double', 'charge', 'card', 'assist', 'raise', 'refund', 'give', 'black', 'white', 'mistake', 'eventually', 'one', 'duty', 'manager', 'replied', 'email', 'assure', 'refund', 'amount', 'within', 'days', 'today', 'day', 'yet', 'receive', 'refund', 'amount', 'emailed', '']"
11,Grand Copthorne Waterfront Singapore,3,Low level  star Hotel  Tired and old Decor Good location I stayed here  for  nights last week  I was a lil concerned due to recent reviews But to be honest I thought it would be worse that what I experienced   The check in process was ok  I was expecting a disaster as I got a checkin email asking what time I would arrive and a time slot option I should pick as there were many ppl expected The first time Ive received anything like this from all of my travels  The rooms were a bit disappointing Old carpet  the type you dont want to walk on with wet feet deliberately darker colored The shower was pretty bad looked like it hasnt been upgraded since the s   The location of the hotel is its best feature Close to Henderson and Clark Quay and all of the bars  coffee shops  restaurants etc   The breakfast was   ,"['low', 'level', 'star', 'hotel', 'tired', 'old', 'decor', 'good', 'location', 'stayed', 'nights', 'last', 'week', 'lil', 'concerned', 'due', 'recent', 'reviews', 'honest', 'thought', 'would', 'worse', 'experienced', 'check', 'process', 'ok', 'expecting', 'disaster', 'got', 'checkin', 'email', 'asking', 'time', 'would', 'arrive', 'time', 'slot', 'option', 'pick', 'many', 'ppl', 'expected', 'first', 'time', 'ive', 'received', 'anything', 'like', 'travels', 'rooms', 'bit', 'disappointing', 'old', 'carpet', 'type', 'dont', 'want', 'walk', 'wet', 'feet', 'deliberately', 'darker', 'colored', 'shower', 'pretty', 'bad', 'looked', 'like', 'hasnt', 'upgraded', 'since', 'location', 'hotel', 'best', 'feature', 'close', 'henderson', 'clark', 'quay', 'bars', 'coffee', 'shops', 'restaurants', 'etc', 'breakfast', '']"
12,Grand Copthorne Waterfront Singapore,3,One Night Stay Very impressive hotel when viewed externally upon arrival Room was small and starting to show its age Definitely time for some refresh renovations Staff were good but the reservation desk seemed to take a lot of key strokes and a bit of time on check in ,"['one', 'night', 'stay', 'impressive', 'hotel', 'viewed', 'externally', 'upon', 'arrival', 'room', 'small', 'starting', 'show', 'age', 'definitely', 'time', 'refresh', 'renovations', 'staff', 'good', 'reservation', 'desk', 'seemed', 'take', 'lot', 'key', 'strokes', 'bit', 'time', 'check', '']"
13,Grand Copthorne Waterfront Singapore,5,Good location Good location for a business trip to access all but no Restaurant around the hotel The price was a little higher due to F racing I think There is no shopping center or restaurant nearby so it is not a good location to go out late in the evening So its not good for tourists but I want to recommend it to business travelers ,"['good', 'location', 'good', 'location', 'business', 'trip', 'access', 'restaurant', 'around', 'hotel', 'price', 'little', 'higher', 'due', 'f', 'racing', 'think', 'shopping', 'center', 'restaurant', 'nearby', 'good', 'location', 'go', 'late', 'evening', 'good', 'tourists', 'want', 'recommend', 'business', 'travelers', '']"
14,Grand Copthorne Waterfront Singapore,5,Best service experience ever A big thanks to your excellent lounge team  Shirley  Jenifer Kenneth n also to your night managerRodney     Shirley is just amazing in  word Her colleague Jennifer a beautiful sweet lady took good care of us when we came for evening cocktail Kenneth a friendly gentleman made sure we were comfortable n wellserved at all times We enjoyed some really nice cold beer Service at the lounge is a top notch And Rodney he s so accommodating n a very nice boy addressed to all our needs in the middle of the night We were really moved as he made our long hard days so much better I was taken aback when told by  of the bell captain that he is the night managerbecause he has got the look of a kid who will never grow up very adorablenot an insult but rather a compliment The   ,"['best', 'service', 'experience', 'ever', 'big', 'thanks', 'excellent', 'lounge', 'team', 'shirley', 'jenifer', 'kenneth', 'n', 'also', 'night', 'managerrodney', 'shirley', 'amazing', 'word', 'colleague', 'jennifer', 'beautiful', 'sweet', 'lady', 'took', 'good', 'care', 'us', 'came', 'evening', 'cocktail', 'kenneth', 'friendly', 'gentleman', 'made', 'sure', 'comfortable', 'n', 'wellserved', 'times', 'enjoyed', 'really', 'nice', 'cold', 'beer', 'service', 'lounge', 'top', 'notch', 'rodney', 'accommodating', 'n', 'nice', 'boy', 'addressed', 'needs', 'middle', 'night', 'really', 'moved', 'made', 'long', 'hard', 'days', 'much', 'better', 'taken', 'aback', 'told', 'bell', 'captain', 'night', 'managerbecause', 'got', 'look', 'kid', 'never', 'grow', 'adorablenot', 'insult', 'rather', 'compliment', '']"
15,Grand Copthorne Waterfront Singapore,5,Family Vacation Pleasant stay I would say Overall I truly enjoyed the stay during my trip to Singapore Although the hotel has its flaws I received excellent service especially from Rodney who perfectly handled my complaint regarding the room He responded quickly and gave my family and I a great solution which made my stay at this hotel even more memorable Frankly speaking I d only wanted to rate this hotel  to  stars due to the poor condition of the room but after how calmly and tactfully Rodney handled my complaint I decided to give you guys  stars ,"['family', 'vacation', 'pleasant', 'stay', 'would', 'say', 'overall', 'truly', 'enjoyed', 'stay', 'trip', 'singapore', 'although', 'hotel', 'flaws', 'received', 'excellent', 'service', 'especially', 'rodney', 'perfectly', 'handled', 'complaint', 'regarding', 'room', 'responded', 'quickly', 'gave', 'family', 'great', 'solution', 'made', 'stay', 'hotel', 'even', 'memorable', 'frankly', 'speaking', 'wanted', 'rate', 'hotel', 'stars', 'due', 'poor', 'condition', 'room', 'calmly', 'tactfully', 'rodney', 'handled', 'complaint', 'decided', 'give', 'guys', 'stars', '']"
16,Grand Copthorne Waterfront Singapore,5,Shirley Chng is simply the best I had a terrible time in Singapore until I met  Shirley Chng I moved hotels twice from  top hotels Came to copthorne to move away from  F congestion I can honestly say she is simply amazing effective and made our stay absolutely perfect in every possible way ,"['shirley', 'chng', 'simply', 'best', 'terrible', 'time', 'singapore', 'met', 'shirley', 'chng', 'moved', 'hotels', 'twice', 'top', 'hotels', 'came', 'copthorne', 'move', 'away', 'f', 'congestion', 'honestly', 'say', 'simply', 'amazing', 'effective', 'made', 'stay', 'absolutely', 'perfect', 'every', 'possible', 'way', '']"
17,Grand Copthorne Waterfront Singapore,1,Poor condition and cleanliness of rooms Hotel rooms are apparently due a refurbishment in October  However the current rooms are very run down and most disappointingly unclean and full of dust  Issues noted during last stay  dusty rooms floor has not been dusted enough despite whatever SG clean standard is meant to be Ripped furniture leather and cloth covering on chairs Mould on sink joining to the basin Rusty water sprinklers Stains on furniture including bed frame and desk  Badly in need of a refresh and actually maintaining cleanliness standards  Staff are friendly and professional just let down by the current standards of the rooms At current prices and positioning as a star hotel you are probably better off findind something else in Singapore ,"['poor', 'condition', 'cleanliness', 'rooms', 'hotel', 'rooms', 'apparently', 'due', 'refurbishment', 'october', 'however', 'current', 'rooms', 'run', 'disappointingly', 'unclean', 'full', 'dust', 'issues', 'noted', 'last', 'stay', 'dusty', 'rooms', 'floor', 'dusted', 'enough', 'despite', 'whatever', 'sg', 'clean', 'standard', 'meant', 'ripped', 'furniture', 'leather', 'cloth', 'covering', 'chairs', 'mould', 'sink', 'joining', 'basin', 'rusty', 'water', 'sprinklers', 'stains', 'furniture', 'including', 'bed', 'frame', 'desk', 'badly', 'need', 'refresh', 'actually', 'maintaining', 'cleanliness', 'standards', 'staff', 'friendly', 'professional', 'let', 'current', 'standards', 'rooms', 'current', 'prices', 'positioning', 'star', 'hotel', 'probably', 'better', 'findind', 'something', 'else', 'singapore', '']"
18,Grand Copthorne Waterfront Singapore,4,Good stay for vaiue For what you pay  it was a very valuable stay with great amenities and service Checkin and departure was a seamless process and the stay was enjoyable with good proximity to key areas in Singapore Only area for improvement I suggest is knowing when the staff will come in to clean  my bedsheets didn t seem like they were new ones more so just tidied ,"['good', 'stay', 'vaiue', 'pay', 'valuable', 'stay', 'great', 'amenities', 'service', 'checkin', 'departure', 'seamless', 'process', 'stay', 'enjoyable', 'good', 'proximity', 'key', 'areas', 'singapore', 'area', 'improvement', 'suggest', 'knowing', 'staff', 'come', 'clean', 'bedsheets', 'seem', 'like', 'new', 'ones', 'tidied', '']"
19,Grand Copthorne Waterfront Singapore,5,Hidden Gem Rooms were spacious Staff very efficient and courteous Breakfast was scrumptious and hotel is conveniently located near bus stops etc It would have been nice if we had river views but overall all good ,"['hidden', 'gem', 'rooms', 'spacious', 'staff', 'efficient', 'courteous', 'breakfast', 'scrumptious', 'hotel', 'conveniently', 'located', 'near', 'bus', 'stops', 'etc', 'would', 'nice', 'river', 'views', 'overall', 'good', '']"
20,Grand Copthorne Waterfront Singapore,4,Great location and facilities Great location as it is central to everything Facilities are great and the restaurant has a great choice of food to suit everyone All staff were excellent especially as the hotel was extremely busy which was nice to see ,"['great', 'location', 'facilities', 'great', 'location', 'central', 'everything', 'facilities', 'great', 'restaurant', 'great', 'choice', 'food', 'suit', 'everyone', 'staff', 'excellent', 'especially', 'hotel', 'extremely', 'busy', 'nice', 'see', '']"
21,Grand Copthorne Waterfront Singapore,1,Fake  star hotel I don t know how this hotel is rated  star  we arrived at  pm and no one came to pick our luggage from the taxi we were ok fine then they gave us a twin room smaller than the one we already booked and paid for because there was the big one was not available and they will move us to the bigger room in the morning and this without a compensation  Then the worst thing which is the room itself just have a look at the pics and you be the judge  i would never book this hotel to any one its like paying for  star hotel and getting  star experience  ,"['fake', 'star', 'hotel', 'know', 'hotel', 'rated', 'star', 'arrived', 'pm', 'one', 'came', 'pick', 'luggage', 'taxi', 'ok', 'fine', 'gave', 'us', 'twin', 'room', 'smaller', 'one', 'already', 'booked', 'paid', 'big', 'one', 'available', 'move', 'us', 'bigger', 'room', 'morning', 'without', 'compensation', 'worst', 'thing', 'room', 'look', 'pics', 'judge', 'would', 'never', 'book', 'hotel', 'one', 'like', 'paying', 'star', 'hotel', 'getting', 'star', 'experience', '']"
22,Grand Copthorne Waterfront Singapore,5,Wonderful experience We had a wonderful experience at the grand Copthorne waterfront hotel Shirley  Jennifer made our experience extra special with amazing service  friendly service always They even surprised me with a birthday cake on my birthday which I ll never forget Nothing was ever a problem we always had everything we needed they went to any length to make sure our stay was comfortable  enjoyable These are the people you want to be working in a hotel to make it memorable  to always have a wonderful stay on holidays There hospitality  knowledge on servicing customers is beyond  star Thankyou for an unforgettable holiday experience in Singapore ,"['wonderful', 'experience', 'wonderful', 'experience', 'grand', 'copthorne', 'waterfront', 'hotel', 'shirley', 'jennifer', 'made', 'experience', 'extra', 'special', 'amazing', 'service', 'friendly', 'service', 'always', 'even', 'surprised', 'birthday', 'cake', 'birthday', 'never', 'forget', 'nothing', 'ever', 'problem', 'always', 'everything', 'needed', 'went', 'length', 'make', 'sure', 'stay', 'comfortable', 'enjoyable', 'people', 'want', 'working', 'hotel', 'make', 'memorable', 'always', 'wonderful', 'stay', 'holidays', 'hospitality', 'knowledge', 'servicing', 'customers', 'beyond', 'star', 'thankyou', 'unforgettable', 'holiday', 'experience', 'singapore', '']"
23,Grand Copthorne Waterfront Singapore,5,Amazing experience at Singapore Loved the hotel experience and multi cuisine breakfast options Would love to visit again and stay at Grand Copthorne Hotel and experience the beauty of Singapore while staying in Grand Copthorne hotel ,"['amazing', 'experience', 'singapore', 'loved', 'hotel', 'experience', 'multi', 'cuisine', 'breakfast', 'options', 'would', 'love', 'visit', 'stay', 'grand', 'copthorne', 'hotel', 'experience', 'beauty', 'singapore', 'staying', 'grand', 'copthorne', 'hotel', '']"
24,Grand Copthorne Waterfront Singapore,5, thanks to Jennifer at club lounge and Rodney for handling our requests well Normally I don t fancy writing reviews after every staycation but our recent stay at Grand Copthorne prompted me to Special thanks to Jennifer for her wonderful service in the lounge and Rodney at the reception    My wife and I arrived in the wee hours of the morning after a hr flight and we were warmly greeted by a lovely boy Rodney who gave us the best hospitality He was very polite and accommodating to our requests and even walked us to the elevator after checking us in     We had a room with lounge access which was delightful We d like to thank Jennifer for taking care of us whenever we showed up The service rendered by her was beyond amazing She was extremely welcoming and friendly     Thank you both once again for making our stay a memorable one We will   ,"['', 'thanks', 'jennifer', 'club', 'lounge', 'rodney', 'handling', 'requests', 'well', 'normally', 'fancy', 'writing', 'reviews', 'every', 'staycation', 'recent', 'stay', 'grand', 'copthorne', 'prompted', 'special', 'thanks', 'jennifer', 'wonderful', 'service', 'lounge', 'rodney', 'reception', 'wife', 'arrived', 'wee', 'hours', 'morning', 'hr', 'flight', 'warmly', 'greeted', 'lovely', 'boy', 'rodney', 'gave', 'us', 'best', 'hospitality', 'polite', 'accommodating', 'requests', 'even', 'walked', 'us', 'elevator', 'checking', 'us', 'room', 'lounge', 'access', 'delightful', 'like', 'thank', 'jennifer', 'taking', 'care', 'us', 'whenever', 'showed', 'service', 'rendered', 'beyond', 'amazing', 'extremely', 'welcoming', 'friendly', 'thank', 'making', 'stay', 'memorable', 'one', '']"
25,Grand Copthorne Waterfront Singapore,5,Lunch Nice Paranakan Lunch buffet  Good spread and very worth it  The ambiance is good and clean  The staffs are friendly and helpful especially Me Ibrahim for his awesome service  I have a great experience eating here ,"['lunch', 'nice', 'paranakan', 'lunch', 'buffet', 'good', 'spread', 'worth', 'ambiance', 'good', 'clean', 'staffs', 'friendly', 'helpful', 'especially', 'ibrahim', 'awesome', 'service', 'great', 'experience', 'eating', '']"
26,Grand Copthorne Waterfront Singapore,5,Stay in executive suite  access to club lounge Had a great time at the Grand Copthorne Waterfront Hotel Service is top notch by Shirley  Jennifer at the Club Lounge  Also leaving a note to Serene  who planned our wedding a year back to ensure we enjoyed our Anniversary stay Glad to have had our Wedding here at the Grand Ballroom last year  ,"['stay', 'executive', 'suite', 'access', 'club', 'lounge', 'great', 'time', 'grand', 'copthorne', 'waterfront', 'hotel', 'service', 'top', 'notch', 'shirley', 'jennifer', 'club', 'lounge', 'also', 'leaving', 'note', 'serene', 'planned', 'wedding', 'year', 'back', 'ensure', 'enjoyed', 'anniversary', 'stay', 'glad', 'wedding', 'grand', 'ballroom', 'last', 'year', '']"
27,Grand Copthorne Waterfront Singapore,5,Happy hour cocktails in club executive lounge Amazing hospitality in the executive lounge Accommodating friendly staff  Great view Highly recommend Good value for money and a very happy way to spend  hours Staff anticipate your needs and are ovely ,"['happy', 'hour', 'cocktails', 'club', 'executive', 'lounge', 'amazing', 'hospitality', 'executive', 'lounge', 'accommodating', 'friendly', 'staff', 'great', 'view', 'highly', 'recommend', 'good', 'value', 'money', 'happy', 'way', 'spend', 'hours', 'staff', 'anticipate', 'needs', 'ovely', '']"
