No.,Hotel Name,Ratings,Reviews
34,Grand Copthorne Waterfront Singapore,5,great stay in the heart of city excellent location and a great clean friendly hotel grand copthorne waterfront is ideally located in a classic part of singapore on the riverfront and very near to business district as well as tourist hotspots there is a shopping mall great world city right next to it
35,Grand Copthorne Waterfront Singapore,5,good the next will stay in creature comforts when singapore trip especially my room she was using is really good room in addition her daughters more convenient to do the event at hotels such as the graduation ceremony can use the good you will have a better image of the hotel if you get the statement and deposit back
36,Grand Copthorne Waterfront Singapore,5,excellent place to stay soon near mrt excellent experience with wonderful staff they were very courteous there is however a small hiccup with the lack of bedside plugs nevertheless star experience and great value for money will definitely come back
37,Grand Copthorne Waterfront Singapore,1,terrible experience date sept room suite terrible service and horrible experience i left feedback upon early checkout staff and manager never followed up if i was given a free stay i would not even return to this hotel due to the bad experience
38,Grand Copthorne Waterfront Singapore,1,star but needs to try harder good location but hotel service needs to try harder service is always lacking hotel breakfast needs work check in and check out needs work as line is always long the frequent stay program is a joke
39,Grand Copthorne Waterfront Singapore,1,disappointment we always loved staying at the hotel as we were always welcome by the staff concierge team to club lounge team however during our recent short stay earlier this month it has left us a sour feeling we are prestige member of my millennium and we were being upgraded to club deluxe room courtesy of club manager ms s things took a downward spiral fast shortly after checking in we went to the club lounge for some light refreshment drinks and upon stepping out from the lift ms j asked how can i help you whereas ms s welcome in different treatments we let it slide as it wasnt a big deal now on checking out this is where it all begin ms j kept on harping we havent paid for the room when it was all being paid when we booked the hotel then mentioned we
40,Grand Copthorne Waterfront Singapore,5,service very very excellent service they were really friendly and so so helpful i love the recommendations and they are so gorgeous especially shirley the club manager i really appreciate her kindness
41,Grand Copthorne Waterfront Singapore,5,service outstanding service shirley the club manager was really friendly to us and even offered drinks for us to try i felt really comfortable dining in here definitely a thumbs up will recommend this
42,Grand Copthorne Waterfront Singapore,3,grand copthorne waterfront stay hotel is catering mostly to group tours its really not geared to the independent traveler the location is good but food and beverage facilities are limited the lobby feels like a railway station with lots of group tour guests running around and there is no feeling of being in a pleasant and classy hotel lobby
43,Grand Copthorne Waterfront Singapore,5,food capital great view and generally a wide range of food the seafood are fresh especially the prawns with a huge variety of desserts and the server are really polite and attentive to our requests good deal
44,Grand Copthorne Waterfront Singapore,4,nice stay the bed were comfortable and we got good waterfront view the breakfast was good too however there was smell from bathroom and the location is not very close to mrt the staff were helpful and welcoming overall we had nice stay
45,Grand Copthorne Waterfront Singapore,2,bad experience very bad hotel it was dirty with very bad service and very old rooms the only good was the breakfast which you can find a lot of things at the cleaning room service rung our bell and wake us up beside we had a do not disturb at the check in they have reservations rooms beside the furniture in the room was very old and dirty and the mattress had something that was really disgusting you can check the photos
46,Grand Copthorne Waterfront Singapore,5,amazing service at the club room grand copthorne trip advisor the staff kenneth shirley and jennifer at the club room are always very polite friendly professional and extremely accommodating everyday the staff welcome us with a smile and provide an excellent service that includes a range of delicious hors doeuvre and drinks our stay at the hotel was to celebrate my wifes dads th birthday with family from england and australia on the day of his birthday the pastry chef jason made an amazing cake for him and everyone to enjoy which was appreciated by all the food and service is always first class thank you and we look forward to returning to the hotel and the club room soon
47,Grand Copthorne Waterfront Singapore,5,watching singapore for two days great experience in a wide clean room at nd floor with an amazing view on the river and on the skyline all the persons from the hotel were very kind and helpful with every request a big thanks to javin for the great room received the two restaurants and bars at the ground floor have a great location outside on the riverside
48,Grand Copthorne Waterfront Singapore,4,good experience and beautiful location over all it was good experience their service is responsive and location is superb but i think its time the hotel management spend some money in renovating rooms and electric fitments and try to make rooms more plush and rich
49,Grand Copthorne Waterfront Singapore,5,great experience for short get away grand corpthorne upgrade our room pleasent surprise for us have a wonderful time during our stay staff were friendly and helpful overall great service will definitely come back when opportunity arises
50,Grand Copthorne Waterfront Singapore,1,far too costly now really dont know what else you want me to say we did not end up staying with you as when we originally booked last year during covid the pricing was great then had to cancel rebooked and all of a sudden prices where double because travelling had lifted not impressed could not afford to pay double would have liked to have stayed with you but ended up elsewhere at more reasonable price
51,Grand Copthorne Waterfront Singapore,5,compliment to shirley good service a very good experience with shirley and the team jennifer in the evening both are friendly good service and good recommendations for drinks good food also thank you very much thank you very much thank you very much
52,Grand Copthorne Waterfront Singapore,5,spacious comfortable rooms right on the river we had three nights at the grand copthorne waterfront hotel it was a delight to stay there highly professional staff great breakfast buffet in the food capital restaurant and very comfortable bed and pillows for a restful stop over the staff are super responsive to any queries you may have and are professional warm and welcoming id especially like to mention jennifer and kenneth the hosts in the club lounge who go over and above to help you enjoy your stay the hotel is right on the river and theres plenty of restaurants bars and cafes within easy walking distance to enjoy riverside dining if you fancy going out dinner at the tempo restaurant at the hotel is very good we enjoyed two meals there theres also a buffet dinner at food capital but we werent
53,Grand Copthorne Waterfront Singapore,1,poor experience hotel room was not cleaned during checkin complimentary bed wasnt setup complimentary gift for kids not provided staff not friendly at the executive lounge staff not available during check out at executive lounge poor experience at gcw hotel only plus point is the rivercity view
54,Grand Copthorne Waterfront Singapore,5,beautiful room with great view of the river everything about our stay was outstanding good value amazing breakfast and lovely spacious room a faultless stay room was clean and included two garments laundered complimentary each day i definitely would return and book a river view room again star service from all of the staff
55,Grand Copthorne Waterfront Singapore,2,disappointed i will not recommend this hotel far from other restaurants and other places room is very dirty and old i got bug bites during our stay bathroom is dirty with flies or insects flying in the shower area i saw hair in the blower stand
56,Grand Copthorne Waterfront Singapore,1,avoid avoid avoid this hotel is dirty tired and noisy and to top it off the staff codnt care less ill let the photos do the talking but in addition cracks in walls tv remote to the tv that didnt work was flthy obviously had not been cleaned in years avoid avoid avoid
57,Grand Copthorne Waterfront Singapore,5,wedding anniversary staycation we are very pleased to receive warm welcome from jennifer and kenneth at the club floor th when we came out from the lift and heading towards our room in addition great customer service rendered by both of them during our evening cocktail hours at the lounge with beautiful view both were attentive and came to us to check on our food beverages regularly they also surprised us with a cake placed it on our room coffee table with written lovely wishes for our wedding anniversary celebration and signed off by jennifer hotel and guests are blessed to serve by two awesome service staffs kenneth and jennifer at the club floor area th floor also thank you to the front desk lobby staff mr halim who have handled my checkin process professionally smoothly and
58,Grand Copthorne Waterfront Singapore,5,outstanding beautiful hotel in excellent location great views of the river breakfast choices were amazing great value all round staff service was outstanding by all staff check in check out concierge housekeeping dining staff and chefs
59,Grand Copthorne Waterfront Singapore,4,great value excellent breakfast we picked the grand copthorne sight unseen through an internet site the rate including buffet breakfast was the major selling point this is an older hotel whose grandeur is a bit faded but it was an extremely clean comfortable and well serviced hotel the breakfast buffet caters for all tastes and diets and is excellent value the hotel staff are attentive friendly and helpful the position on the singapore river is close to many good bars and eateries a small niggle was the lack of an adjacent mrt station but one is currently under construction just minutes away we stayed for just under weeks and enjoyed most facilities our bathroom was quite tired but adequate the pool area is also a bit the worse for wear but it was a great stay and we would consider staying
60,Grand Copthorne Waterfront Singapore,5,birthday celebration food taste is ok a lot variety of food selection chinese japanese indian service is very good the staff is friendly and helpful free wine given for signedup member and free birthday cake we fell very comfortable the place is cozy
61,Grand Copthorne Waterfront Singapore,4,beautiful nice hotel with good restaurant ambiance is good but i am not happy with the fact we had to locate our room alone the waiting time to be checked in was too long cleaning of the room is shes punctual and smart and friendly no enough chairs at the lobby for guests to sit while waiting to be checked in
62,Grand Copthorne Waterfront Singapore,5,great stay for family stayed here for long weekend children love the size of room view is great staff is great particularly vincent at concierge awesome weekend all around at this hotel check in and check out were smooth
63,Grand Copthorne Waterfront Singapore,1,terrible staff very small wash room and staff attitude not goodwill not recommended any one not value for money not much option for vegetarian and rooms are not good also bathroom is worse its like waste of money
64,Grand Copthorne Waterfront Singapore,4,good place to unwind after a loaded day best location advantagewell connected to key areas bus station and tube just a hop away great views cleanliness at peak nice decors comfortable rooms plenty of elevators to cut the wait and good amenities people touch points could be better by a point
65,Grand Copthorne Waterfront Singapore,4,lunch at food capital had a great time at food capital service and food was great celebrated my mums birthday and it was very thoughtful of the restaurant to arrange a cake children were also taken care of by the service staff special thanks to mr ibrahim ms sally for their attentiveness and thoughtfulness
66,Grand Copthorne Waterfront Singapore,5,best service kudos to mr paul he took very good care of us made our stay very enjoyable and very pleasant thank you for giving us the best service ever love the food choices as well will definitely stay here again
67,Grand Copthorne Waterfront Singapore,4,not bad actually price was reasonable for a five star hotel just that i always request for high floor but didnt get it ive stay here for couple of time and all was good hopefully they are able to get a convenient store nearby or vending machines
68,Grand Copthorne Waterfront Singapore,5,nice clean comfortable delux room with great river view hotel is at great location near havelock mrt and walkable distance to robertson quay we upgrade room to delux room room was clean and bed was comfortable with great view to the waterfront there was couch for guest to sit and relax with all amenities bathroom was clean and enough towels
69,Grand Copthorne Waterfront Singapore,5,great experience great service by ibrahim who was professional and offered good recommendations well done spread was generous and would definitely be back at food capital particularly loved the cendol bingsu dessert and the asian cuisine to showcase for my us business guest
70,Grand Copthorne Waterfront Singapore,4,excellent stay we stayed for nights the staff couldnt do enough for you great location right next to the river and a short walk into robertson and clarke quay the rooms were very adequate and the view was great th floor
71,Grand Copthorne Waterfront Singapore,5,food capital fantastic spread big long leg crab sashimi very good standard oyster galore had a surprise birthday cake for my birthday nice aircon place great view good service clean environment fast service
72,Grand Copthorne Waterfront Singapore,5,excellent service at grand copthorne waterfront my family and i recently spent nights at the grand copthorne waterfront the rooms and beds were very comfortable and the views were fantastic the service in the club lounge was especially nice thank you to shirley jennifer and kenneth for taking such good care of us and providing such warm hospitality in the lounge
73,Grand Copthorne Waterfront Singapore,2,no indian food in breakfast and in menu no indian food in breakfast and in menu breakfast use to close at inconsiderate that guests who cam at are eating they will just take your plate also no much hotel view the price we paid was of five stars and we got facilities for star hotel
74,Grand Copthorne Waterfront Singapore,4,putting covid behind us a well above average hotel with all the amenities we require a good sized club room well located on the riverfront the breakfasts catered to many nationalities with the buffet style perhaps the fresh fruit could have been more diverse in the club lounge shirley along with kenneth and jennifer were exceptional in making our stay memorable nothing was too much trouble for them
75,Grand Copthorne Waterfront Singapore,1,appalling service i wouldnt recommend this hotel to anyone very appalling attitude of staff and no worth the money the rooms are very small for families we booked three and they put us on different floor which we couldnt access to each other although we requested to be next to each other you ask for anything you have to wait for a long time and chase them up
76,Grand Copthorne Waterfront Singapore,2,stay in general staff are not very polite or friendly right from breakfast table reservation desk to the person handling luggagesta check incheckout process is very poorly manageddespite of having breakfast included the staff handing breakfast table reservation told us it wasnt on the st daywe had to carry our own luggage with no help from our room to the lobby during checkout as staff was too busythe sofa in the room was torn from one placewe called the room service numbers many times but no one ever picked upoverall a poor experience
77,Grand Copthorne Waterfront Singapore,5,great people awesome bufffet spread cozy rooms we went as a family with a yo boy and had so much fun they upgraded our room and allowed us to check in early the spread was made of the best of the best perenakan dishes the desserts were superb special thanks ibrahim for your assistance during our lunch buffet
78,Grand Copthorne Waterfront Singapore,5,elegance on the river we have stayed at grand copthorne waterfront twice in the last few months and will return soon the accommodation is comfortable the staff is welcoming and highly professional after a day in busy singapore it is nice to come home to the copthorne
79,Grand Copthorne Waterfront Singapore,4,great staycation nice place room is a little old but its clean food is nice in food capital restaurant swimming pool is a little small no kids pools location is near to a shopping center overall will stay again
80,Grand Copthorne Waterfront Singapore,5,paul it always feels good to be meeting a fellow kababayan whenever im travelling to another country but what truly amaze me is how my fellow pinoy paul rendered an excellent customer service during my checkin he is truly an ambassador of good customer experience thank you paul
81,Grand Copthorne Waterfront Singapore,5,best so far my friends and i plan a reunion every year to catch up on each other and since this is our th anniversary we decided to stay at this hotel i love how spacious and spotless the room was all the staff were so kind and the service is on top notch i can still remember paul from the concierge team assisting us in booking our taxi when we were about to leave our stay in grand copthorne made our reunion immensely memorable
82,Grand Copthorne Waterfront Singapore,5,great experience before i fly to singapore for vacation i was browsing which hotel is the best to stay at i finally decided to book a room at grand copthorne waterfront for days and i have no regrets in choosing this hotel great friendly and awesome team from the door men housekeeping front desk and concierge excellence service especially to mr paul from the concierge team who does extra mile in assisting me with all my inquiries regarding hotel services all around experience has been pleasant and worth it
83,Grand Copthorne Waterfront Singapore,4,good spread of food excellent service by ms khatijah the level of service provided by ms khatijah is excellent impressed with her professionalism and attention to our needs went to celebrate my friends th birthday lunch good to have such staff attend to our table unfortunately some meats are hard eg chicken beef etc popiah skin is hard quite disappointed with some quality of food but it was a good place to have fellowship hope they can improve the food quality
84,Grand Copthorne Waterfront Singapore,5,great hotel fantastic service all around special mention to shirley jennifer and kenneth in the club executive lounge the bar and the snacks on the lobby level was exceptional thank you once again for everything making our stay most enjoyable and comfortable
85,Grand Copthorne Waterfront Singapore,1,photos are deceiving not clean very old and run down hair throughout room stained and old curtains wouldnt recommend at all checkin we waited near an hour rooms old and unclean pubic hair in bathroom mouldy silicone stained curtains and carpet definitely not recommend for the price you pay
86,Grand Copthorne Waterfront Singapore,4,great food and service at grand copthorne food capital ate at the food capital during their nonya special and it was wonderful there were a large selection of food ranging from fresh seafood to nonya delights and desserts the staff were also very welcoming and polite my friend and i truly enjoy the food here would come back again
87,Grand Copthorne Waterfront Singapore,5,great peranakan buffet great atmosphere great attentive service by the manager in charge from their name tag i saw was sally ibrahim i was so impressive from your peranakan buffet menus its was such difference when i was at melaka will surely recommend my contacts to come over exploring the cusine btw hope that the peranakan buffet able to extend after month of august
88,Grand Copthorne Waterfront Singapore,5,commonwealth games trip after a long flight from manchester via dubai to singapore what we needed was a lovely quiet room to have a much needed sleep a swim a meal and then breakfast the following day couple this with a late check out to board an evening flight and it is perfection
89,Grand Copthorne Waterfront Singapore,5,really wonderful club experience many thanks to shirley jennifer and kenneth for going out of their way to make the many arrangements for the nights spent for my girlfriend turned fiancée the club lounge service was truly awesome and rooms were well cleaned and maintained
90,Grand Copthorne Waterfront Singapore,5,birthday lunch with company cominco pte ltd excellent food local kuehs were fantastic but above all the service truly top notch so observant caring and truly warm and friendly staffs gave us all a great experience to remember thank you to the team their supervisor and managers an amazing team so synchronised once again thank you for making the birthday of our md and our hr manager a truly memorable one
91,Grand Copthorne Waterfront Singapore,4,stay in connecting rooms deluxe and single this was a second staycation post covid this time i arrived earlier for checkin and did echeckin the waiting and processing was so much better highly recommend anyone to do echeck in first for both staycations i was wowed by the service of the staff at both the reception as well as in the restaurant tip as the housekeeping staff are mainly migrant workers it would help them to understand your needs better if you are able to speak their native language instead of english however they are very courteous and willing to help room wise decent size but decor is dated as this property is pretty old do expect some signs of aging in the room facilities however bed and pillows are firm enough for a good nights sleep depending on your luck the temperature
92,Grand Copthorne Waterfront Singapore,5,good stay yes it needs a refurb in some areas but it was still a great place to stay clean good breakfast buffet friendly and helpful staff good views from riverside room and good outdoor seating area for the bar and eating
93,Grand Copthorne Waterfront Singapore,1,star maybe years ago we stayed at this hotel as we were moved from our original booking as they were now being used as a quarantine hotel we were still excited to stay here to end our day holiday as the pictures of the room looked good and it was our negative experience started when we tried to check in minutes we had to wait while one person was on the desk trying to sort check in and manage guest complaints at a peak time when we finally got to our room we were overcome with disappointment the smell the decor the old tv and the watermarked ceiling greeted us neither of us wanted to take our shoes off as the room felt dirty i then spotted the note on the bed about being eco and changing the sheets this was absolutely filthy covered in coffee stains and just pure dirt this was
94,Grand Copthorne Waterfront Singapore,4,singapore trip stay at grand copthorne waterfront was excellent rooms were clean facilities well maintained javin at the front desk and vincent were very helpful the view of the city from our room was spectacular only complaint kitchen closes at but definitely recommended for stay
