No.,Hotel Name,Ratings,Date Of Stay,Reviews,Customer Name
10,Grand_Copthorne_Waterfront-Singapore,10,Date of stay: September 2022,"THE HOTEL DOUBLE CHARGE TO MY CREDIT CARD The Good Hotel Double Charged To My Credit Card,  I Paid Payment When I Made A Room Reservation.  Upon Checking Out, The Staff Charged Once Again To My Card Without Any Notification From My Bank Card Until I Saw My Bank Statement.  Thereafter, I Called To The Hotel, No Respond, Emailed Them, No Respond, Whatsapp To The Number They Given During Room Reservation, The Operator Push The Ball Back To Enquiry Email.  Purposely Made Second Trip Returned To The Hotel, The Staff Admitted That They Double Charge To My Card, Will Assist To Raise A Refund And Give Me A Black And White Their Mistake.  Eventually, One Of The Duty Manager Replied To My Email, Assure That Will Refund The Amount Within 14-21 Days.  Today Was Day 20, I Yet To Receive The Refund Amount.  I Emailed Once Again To … Read more Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share",YCL wrote a review 5 Oct
11,Grand_Copthorne_Waterfront-Singapore,30,Date of stay: September 2022,"Low level 4 star Hotel - Tired and old Decor. Good location. I stayed here  for 4 nights last week - I was a lil concerned due to recent reviews... But to be honest, I thought it would be worse that what I experienced.   The check in process was ok - I was expecting a disaster as I got a check-in email asking what time I would arrive (and a time slot option I should pick) as there were many ppl expected. The first time Ive received anything like this from all of my travels.  The rooms were a bit disappointing. Old carpet - the type you dont want to walk on with wet feet.... deliberately darker colored. The shower was pretty bad... looked like it hasnt been upgraded since the 90's.   The location of the hotel is its best feature. Close to Henderson and Clark Quay and all of the bars / coffee shops / restaurants etc.   The breakfast was … Read more Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 1 Helpful vote Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you for taking the time to share your comments on TripAdvisor following your recent stay; Please accept our most sincere apologies for the service shortfalls.  We were disappointed that we have failed to extend the high standards of service, attention to detail and professional courtesy expected by our guests. Please be assured that necessary trainings and amendments will be implemented to ensure that your next visit with us will be a better one.   We truly appreciate you taking the time to bring your concerns to our attention and we hope for another opportunity to deliver a better hospitality experience to you in the future.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",doscal wrote a review 3 Oct
12,Grand_Copthorne_Waterfront-Singapore,30,Date of stay: September 2022,"One Night Stay Very impressive hotel when viewed externally upon arrival. Room was small and starting to show it's age. Definitely time for some refresh renovations. Staff were good, but the reservation desk seemed to take a lot of key strokes and a bit of time on check in. Read more Review collected in partnership with MillenniumHotels.com Date of stay: September 2022 This review is the subjective opinion of an individual traveller and not of Tripadvisor LLC nor of its partners. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you for taking the time to share your comments on TripAdvisor following your recent stay.  We do apologise for the check-in experiences that were not up to your exacting expectations. Please be assured that necessary trainings and amendments will be implemented to ensure that your next visit with us will be a better one.  As part of the Hotel’s continued commitment to enhance the property and service, the Hotel is thrilled to announce that this property will be under an extensive upgrading Program starting mid of October 2022 with the expected completion date in the 2nd Quarter of 2023.   We hope to have the pleasure of welcoming you back to Grand Copthorne Waterfront.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC nor of its partners.",doncruse100 wrote a review 3 Oct
13,Grand_Copthorne_Waterfront-Singapore,50,Date of stay: September 2022,"Good location Good location for a business trip to access all but no Restaurant around the hotel. The price was a little higher due to F1 racing, I think. There is no shopping center or restaurant nearby, so it is not a good location to go out late in the evening. So it's not good for tourists, but I want to recommend it to business travelers. Read more Review collected in partnership with MillenniumHotels.com Date of stay: September 2022 This review is the subjective opinion of an individual traveller and not of Tripadvisor LLC nor of its partners. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you for your five-star review. We are delighted to know that you had an enjoyable experience and we appreciate your lovely feedback. We will look forward to welcoming you again.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC nor of its partners.",826kms wrote a review 2 Oct
14,Grand_Copthorne_Waterfront-Singapore,50,Date of stay: October 2022,"Best service experience ever A big thanks to your excellent lounge team - Shirley , Jenifer, Kenneth n also to your night managerRodney .    Shirley is just amazing in 1 word! Her colleague Jennifer a beautiful sweet lady took good care of us when we came for evening cocktail. Kenneth, a friendly gentleman made sure we were comfortable n well-served at all times. We enjoyed some really nice cold beer. Service at the lounge is a top notch! And Rodney he’s so accommodating n a very nice boy, addressed to all our needs in the middle of the night. We were really moved as he made our long hard days so much better. I was taken aback when told by 1 of the bell captain that he is the night manager,because he has got the look of a kid who will never grow up, very adorable(not an insult but rather a compliment). The … Read more Date of stay: October 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you for choosing to stay with us at Grand Copthorne Waterfront and for sharing this excellent review of your experience.  To read your feedback regarding your wonderful experience with us and that the team went above and beyond to ensure you had the most comfortable stay, is the best piece of feedback our team could hope for. They will be thrilled to know that they had made your visit so memorable. We will be sure to share your compliments with Shirley , Jennifer, Kenneth and Rodney.  As part of the Hotel’s continued commitment to enhance the property and service, we will be under an extensive upgrading Program starting mid of October 2022.  Thank you once again for your recommendations. It will be our pleasure to welcome you back again in the near future.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Outtanowheremikey wrote a review 2 Oct
15,Grand_Copthorne_Waterfront-Singapore,50,Date of stay: September 2022,"Family Vacation! Pleasant stay I would say! Overall, I truly enjoyed the stay during my trip to Singapore. Although the hotel has its flaws, I received excellent service especially from Rodney, who perfectly handled my complaint regarding the room. He responded quickly and gave my family and I a great solution which made my stay at this hotel even more memorable. Frankly speaking, I’d only wanted to rate this hotel 3 to 4 stars due to the poor condition of the room but after how calmly and tactfully Rodney handled my complaint, I decided to give you guys 5 stars! Read more Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you so much for choosing to stay with us at Grand Copthorne Waterfront. We truly appreciate you for sharing this lovely review with us on TripAdvisor.  To read your feedback regarding the excellent service from Rodney who has went above and beyond to ensure you had the most comfortable stay, is the best piece of feedback we could hope for. He will thrilled to know that he had made your visit so memorable.  Thank you once again for your recommendations. It will be our pleasure to welcome you back again in the near future.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",robnscotnjenny wrote a review 2 Oct
16,Grand_Copthorne_Waterfront-Singapore,50,Date of stay: October 2022,"Shirley Chng is simply the best I had a terrible time in Singapore until I met  Shirley Chng. I moved hotels twice from 5* top hotels. Came to copthorne to move away from  F1 congestion. I can honestly say she is simply amazing effective and made our stay absolutely perfect in every possible way. Read more Date of stay: October 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you for taking time to pen your 5-star review and share your kind feedback on Shirley.  We are delighted to hear that you were impressed with the service provided by Shirley and has conveyed your kind words to her. We hope to welcome you back soon.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Faisal wrote a review 2 Oct
17,Grand_Copthorne_Waterfront-Singapore,10,Date of stay: September 2022,"Poor condition and cleanliness of rooms Hotel rooms are apparently due a refurbishment in October 2022. However, the current rooms are very run down and most disappointingly, unclean and full of dust.  Issues noted during last stay - dusty rooms, floor has not been dusted enough despite whatever SG clean standard is meant to be. Ripped furniture- leather and cloth covering on chairs Mould on sink joining to the basin Rusty water sprinklers Stains on furniture including bed frame and desk.  Badly in need of a refresh and actually maintaining cleanliness standards.  Staff are friendly and professional, just let down by the current standards of the rooms. At current prices and positioning as a 5-star hotel, you are probably better off findind something else in Singapore Read more Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you for sharing your experience with us.   We are regretful that we have failed to meet your expectations. Please accept our sincere apologies for the disappointment caused. Rest assured we have highlighted the shortfalls to our team for actions to improve. We hope to have the opportunity to welcome you back.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Alvin L wrote a review 1 Oct
18,Grand_Copthorne_Waterfront-Singapore,40,Date of stay: September 2022,"Good stay for vaiue For what you pay - it was a very valuable stay with great amenities and service. Checkin and departure was a seamless process and the stay was enjoyable with good proximity to key areas in Singapore. Only area for improvement I suggest is knowing when the staff will come in to clean + my bedsheets didn’t seem like they were new ones, more so just tidied. Read more Review collected in partnership with MillenniumHotels.com Date of stay: September 2022 This review is the subjective opinion of an individual traveller and not of Tripadvisor LLC nor of its partners. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you for sharing this generous review of your recent stay with us.   We are happy to see that you had a valuable stay with us and have shared your compliments to our Front office Team. At the same time, we do apologise for the Housekeeping experiences that were not up to your exacting expectations. Please be assured that necessary trainings and amendments will be implemented to ensure that your next visit with us will be a better one.  In closing, we thank you once again for taking the time to write. We will always welcome the opportunity to be of service.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC nor of its partners.",adu9712 wrote a review Sep 2022
19,Grand_Copthorne_Waterfront-Singapore,50,Date of stay: September 2022,"Hidden Gem Rooms were spacious. Staff very efficient and courteous. Breakfast was scrumptious and hotel is conveniently located near bus stops etc. It would have been nice if we had river views but overall all good. Read more Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you for choosing to stay with us at Grand Copthorne Waterfront and leaving us a 5-star review.  It was a pleasure to hear that you have enjoyed the comfort of the room, breakfast offerings and location of the hotel.  We hope to have the opportunity to welcome you back.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",NoviceTourists wrote a review Sep 2022
20,Grand_Copthorne_Waterfront-Singapore,40,Date of stay: September 2022,"Great location and facilities Great location as it is central to everything. Facilities are great and the restaurant has a great choice of food to suit everyone, All staff were excellent especially as the hotel was extremely busy which was nice to see. Read more Review collected in partnership with MillenniumHotels.com Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 1 week ago Thank you for taking the time to leave us a review after your recent stay.  We are pleased to know that you had an amazing experience and thoroughly enjoyed everything; from the location to our facilities and the dining options.  We look forward to the pleasure of your return and to continue to exceed your expectations.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",cjhajh wrote a review Sep 2022
21,Grand_Copthorne_Waterfront-Singapore,10,Date of stay: September 2022,"Fake 5 star hotel I don’t know how this hotel is rated 5 star , we arrived at 11 pm and no one came to pick our luggage from the taxi we were ok fine then they gave us a twin room smaller than the one we already booked and paid for because there was the big one was not available and they will move us to the bigger room in the morning and this without a compensation , Then the worst thing which is the room itself just have a look at the pics and you be the judge , i would never book this hotel to any one its like paying for 5 star hotel and getting 3 star experience . Read more Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 2 weeks ago Thank you for staying at the Grand Copthorne Waterfront. We do apologise for the arrival experiences that were not up to your exacting expectations. Please be assured that necessary trainings and amendments will be implemented to ensure that your next visit with us will be a better one. We are once again sorry for all the shortcomings and inconveniences.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Ahmad wrote a review Sep 2022
22,Grand_Copthorne_Waterfront-Singapore,50,Date of stay: September 2022,"Wonderful experience We had a wonderful experience at the grand Copthorne waterfront hotel. Shirley & Jennifer made our experience extra special with amazing service & friendly service always. They even surprised me with a birthday cake on my birthday which I’ll never forget. Nothing was ever a problem we always had everything we needed, they went to any length to make sure our stay was comfortable & enjoyable. These are the people you want to be working in a hotel to make it memorable & to always have a wonderful stay on holidays. There hospitality & knowledge on servicing customers is beyond 5 star. Thankyou for an unforgettable holiday experience in Singapore Read more Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 2 weeks ago Thank you for choosing to stay with us at Grand Copthorne Waterfront.  We are pleased to know that you were impressed with the amazing service and hospitality provided by Shirley and Jennifer. We will be certain to share your kind words with them.  Thank you once again for taking the time to share this generous review on TripAdvisor. We look forward to having you back for another memorable experience soon.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Angharad R wrote a review Sep 2022
23,Grand_Copthorne_Waterfront-Singapore,50,Date of stay: September 2022,"Amazing experience at Singapore Loved the hotel experience and multi cuisine breakfast options. Would love to visit again and stay at Grand Copthorne Hotel and experience the beauty of Singapore while staying in Grand Copthorne hotel Read more Review collected in partnership with MillenniumHotels.com Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 2 weeks ago Thank you for taking the time to post this wonderful review of your stay at Grand Copthorne Waterfront.  We are delighted to hear that you have enjoyed your stay experience and the breakfast offerings.  We look forward to the pleasure of your return and to continue to exceed your expectations.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",tushar2kapoor wrote a review Sep 2022
24,Grand_Copthorne_Waterfront-Singapore,50,Date of stay: September 2022,"10/10 thanks to Jennifer at club lounge and Rodney for handling our requests well! Normally, I don’t fancy writing reviews after every staycation but our recent stay at Grand Copthorne prompted me to. Special thanks to Jennifer for her wonderful service in the lounge and Rodney at the reception.    My wife and I arrived in the wee hours of the morning after a 17-hr flight, and we were warmly greeted by a lovely boy Rodney, who gave us the best hospitality! He was very polite and accommodating to our requests and even walked us to the elevator after checking us in.     We had a room with lounge access which was delightful. We’d like to thank Jennifer for taking care of us whenever we showed up. The service rendered by her was beyond amazing! She was extremely welcoming and friendly.     Thank you both once again for making our stay a memorable one! We will … Read more Date of stay: September 2022 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. Helpful Share Response from Edeline Tiong , Guest Services / Front Office at Grand Copthorne Waterfront Responded 2 weeks ago Thank you for leaving us a 5-star review. It has proved to be very motivating for our colleagues, especially Jennifer and Rodney whose efforts you’ve recognized and taken time to highlight.  It was a pleasure to hear how much you have enjoyed your staycation with us. We would like to thank you for letting us know how impressed you were with the service you received. We have brought your compliments to the attention of those you have mentioned in your review. In closing, we thank you once again for taking the time to write. We look forward to the pleasure of your return and to continue to exceed your expectations.  Grand Copthorne Waterfront Team Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Ti3di110 wrote a review Sep 2022
