No.,Hotel Name,Ratings,Reviews
73,Mercure Singapore On Stevens,3,cost breakfast crazy expensive worth walk orchard eat fraction price better food checkin issues took long time fix checked first night needed check back annoying bcoz used booking com extend stay come one night earlier pre done system showed two seperate bookings hotel gym really good staff pleasant close mrt easy walk orchard 
74,Mercure Singapore On Stevens,4,restaurants close early room service   small rooms location friendly staff awesome pool area multiple restaurants arounds  eleven 
75,Mercure Singapore On Stevens,3,lost ladies blazer reported missing reception house keeping emailed heard back disappointed certain location left behind hallway beside cleaners cart recommend hotel jacket returned 
76,Mercure Singapore On Stevens,4,see lack staff counter waited long time get room access card please prepare coin plan laundry coin machine working room clean big 
77,Mercure Singapore On Stevens,4,nothing clean 
78,Mercure Singapore On Stevens,4,replenishing toiletries stationery cleaning improved abit variety daily breakfast options would appreciated especially guests stay abit longer fairly wide choice western asian options daily buffet breakfast restaurant staff friendly helpful bed quality fantastic extremely comfortable pool nice good location convenient bus shuttle nearby orchard rd precinct excellent reception staff especially sandeep helpful 
79,Mercure Singapore On Stevens,4,breakfast ordinary rooms small arrived hotel early morning able find us  rooms next allowed us check am appreciative x good sized pools 
80,Mercure Singapore On Stevens,4,longer checkin time room ready arrived almost pm checkin time pm longer checkout time staff slow taking sweet time 
81,Mercure Singapore On Stevens,4,coffee tea etc rooms refill enough thereof point despite requested twice big issue annoying buy coffee anywhere team rooms probably ibis size mercure small words facilities back pre covid action attached restaurants etc always open   constantly got back  minutes sign bloody annoying fault mercure obviously specifically request housekeeping towels etc changed immuno comprised remind good house keeping repeatedly turned air con left purpose also part immuno comprised thing last day removed card altogether turn leave annoying fridge room cool anything requests fixed ignored good location friendly team secure easy get around city use grab app advice pool everything shown photos etc good breakfast good plentiful expensive obliging staff terms leaving baggage checkout etc come bavk collect bed comfortable bathroom clean sufficient wine bar great open really good service 
82,Mercure Singapore On Stevens,3, check check hassle slow compare hotels  house cleaning improve ie easily spot dusty items debris drawer floor clean enough decent reasonable close orchard 
83,Mercure Singapore On Stevens,4,rooms seem smaller others honestly best sleep beds super comfortable solo person rooms cozy clean 
84,Mercure Singapore On Stevens,4,supply tea coffee sachets rooms inadequate used least   cups tea daily quota system giving two sachets tea coffee  sachets sugar  sachets coffee mate creamer expected hotel standing looked forward breakfast day wonderful variety offer 
85,Mercure Singapore On Stevens,4,towels drink service pool room service confusing layout hotel room wasnt ready arrived  hours check time stain bed sheets live cricket coffee bean holder breakfast  power point whole room comfortable double bed infinity pool lovely pretty good variety buffet breakfast late check pm friendly nice staff free wifi close train station get around great 
86,Mercure Singapore On Stevens,4,pipe hose toilet overall great 
87,Mercure Singapore On Stevens,4,complete supplies replaced everyday e g soap toothpaste body wash shampoo pen pads provided room accomodated request  beds moving us novotel good size rooms good selection breakfast friendly staff good location value money 
88,Mercure Singapore On Stevens,4,would good help luggage room lobby checking helpful friendly staff reception 
89,Mercure Singapore On Stevens,4,substantial breakfast lacking essential bananas cheap plentiful singapore coffee tea machines luke warm size room like every real estate singapore tiny 
90,Mercure Singapore On Stevens,3,reception seemed disorganised took long time check lot people breakfast smelly breakfast area almost nowhere seated rude customers good location 
91,Mercure Singapore On Stevens,4,rooms rather small wall sound proofing noise insulation improved hear neighbors talking walking corridor etc attentive helpful front desk staff managed large check crowd professionally attended requests needs went beyond make stay really comfortable comfortable bed clean rooms good variety tv programs grateful bottled water bottles provided room bus stop front hotel easy access major attractions cbd 
92,Mercure Singapore On Stevens,4,shower little cold took long time warmer water cone convince locations 
93,Mercure Singapore On Stevens,4,walk herbal garden find pool staff nice good reception area clean room covenient restaurant nearby 
94,Mercure Singapore On Stevens,4,room abit small squeezy tv near bed abit glaring eyes friendly staff nice welcome ambience hotel room toilet clean tv built radio stations 
95,Mercure Singapore On Stevens,4,room confortable 
96,Hotel Boss,4,rooms tiny congested 
97,Hotel Boss,4,room without natural light location convenient one likes exploring ethic communites singapore walking arab street little india also close mrt station 
98,Hotel Boss,4,room bit small three people site restaurant option also limited said plenty options available within   mins walk great location halal site restaurant extremely helpful staff members raffles hospital  mins walk hotel marina bay   mins drive 
99,Hotel Boss,4,hear noise lift lobby sounds nearby rooms room decent size solo couple traveller cleanliness room plus location easy get accessible train  mins walk hotel lots cafes local restaurants around area 
100,Hotel Boss,4,super tiny rooms depressive staying like cell housekeeping change bed linens  nights stay towels bathroom cleaned properly well good location nice pool area 
101,Hotel Boss,4,booked  rooms one rooms could hear construction noise time cleanliness could better location nice close bus stop walkable mrt 
102,Hotel Boss,4,little bit far mrt beds comfortable pool amazing 
103,Hotel Boss,3,cleaning hotel design good 
104,Hotel Boss,3,inside room hear sound outside corridor location 
105,Hotel Boss,4,small room x people cupboard clothes bags narrow space two beds small shower cubicle safety box placed drawer due space location s conditions throughout hotel friendly staff 
106,Hotel Boss,4,tv keeps blank nice hotel lobby checked smooth room quite clean 
107,Hotel Boss,4,wifi hanging slow load smartphone great pool large lobby easy access taxi drop pick plenty good cheap mid range places eat outside door plus local bus stops open top bus stop walking distance sights eats malaysian indian area 
108,Hotel Boss,4,much choices free breakfast serving choices food  consecutive days 
109,Hotel Boss,4,cleaning staff keeps bothering even check good location nearby mrt station close bus station well good facilities professional staff 
110,Hotel Boss,3,blankets pillows smell clean near mrt station 
111,Hotel Boss,3,cleanliness rooms cleaned alternate day  day gap ambience room comfort see much staff service overall experience could much better location 
112,Hotel Boss,4,although rooms small could use little imagination storage cloths luggage room tv entertainment poor quality many channels unavailable lost signal wifi weak internet access laundry facilities particularly iron facilities inadequate number rooms location convenient mrt main vehicle access large well managed breakfast plentiful well presented would benefit little variation menu beds comfortable allows restful sleep 
113,Hotel Boss,3,small rooms bathroom bit dirty room bed sheets clean location close mrt 
114,Hotel Boss,4,every day make room quick response request 
115,Hotel Boss,4,disappointed services room cleaning every alternate days room service prompt location exceptional easy access spots 
116,Hotel Boss,4,rooms little small air con working correctly good location everything needed enjoy stay 
117,Hotel Boss,3,small room quite clean busstop front hotel check early check pm quick service good location 
118,Hotel Boss,3,service entering breakfast poor bed comfortable 
119,Hotel Boss,3,possible  star hotel  towel per person collect bins every day hotel probably  rooms  sunbeds around pool good location  meters metro station   stops city center bad breakfast including asian dishes many restaurants nearby responsive staff 
120,Royal Plaza on Scotts,4,breakfast limited location 
121,Royal Plaza on Scotts,4,could varieties breakfast buffet spread nevertheless still delicious check process smooth nice enough give complimentary mini cake since birthday weekend also got upgraded premier room thank much team royal plaza scotts 
122,Royal Plaza on Scotts,4,strategis 
123,Royal Plaza on Scotts,4,mattresses soft need firmer mattresses excellent location 
124,Royal Plaza on Scotts,4,complimentary tea n coffee bags room kettle cups provided drinking past stay local hotels within last  months provided complimentary room breakfast buffet outstanding either food choice limited room facing another residential block could draw curtains open due lack privacy location good staffs services reception excellent please keep excellent professionalism show service 
125,Royal Plaza on Scotts,4,feel like breakfast could better choices love location bed 
126,Royal Plaza on Scotts,4,room overviewing breakfast good 
127,Royal Plaza on Scotts,4,facilities closed upgrading works location close shopping malls food outlets 
128,Royal Plaza on Scotts,4,abt breakfast time understand skool holidays way food managed q abit key drop provide bigger box ambience 
129,Royal Plaza on Scotts,4,cartoon channel kids breakfast good overall ambience good room spacious comfortable bathroom size good bathtub enjoy location superb within city proximity 
130,Royal Plaza on Scotts,4,long queue check ins breakfast proper safe distancing measures queue luckily takeaway options breakfast room clean cosy express checkout drop room keycard without need check put counters 
131,Royal Plaza on Scotts,4,breakfast improved variety swimming pool available stay hotel close shopping malls good thing toilet comes bidet 
132,Royal Plaza on Scotts,4,asked room clean come bck room rubbish thrown bed done topping toileteries toilet dry mineral water topping reception friendly fast 
133,Royal Plaza on Scotts,4,nothing good location strategically situated 
134,Royal Plaza on Scotts,4,close shopping mall 
135,Royal Plaza on Scotts,4,understand due covid housekeeping mayb add extra plastic rubbish processed check fast breakfast great tv able connect thru hp bigger view 
136,Royal Plaza on Scotts,4,bedsheets little dirty tv really programs kids besides everything else great still enjoy stay thanks staff great 
137,Royal Plaza on Scotts,4,minus point pool gym going upgrading make room even top bottled water toiletries coffee capsules stay days nights instead call ask items everything breeze 
138,Royal Plaza on Scotts,4,great link multi storey carpark hotel level  open back level one instead walking one big round hotel entrance raining worse think breakfast spread quality food improved like spacious room service staff 
139,Royal Plaza on Scotts,4,room rate came breakfast neither  star singapore like variety food given looked like counted small baskets plates often empty great location walking distance orchard road ion orchard well maintained clean hotel specious room executive suite bedroom separate living room suite overall good came complimentary minibar staff typical singapore kind supportive 
140,Royal Plaza on Scotts,4,check took quite long time cos room wasnt ready location clean room strong wifi comfortable bed morning breakfast spread 
141,Royal Plaza on Scotts,4,loved bed slept well 
142,Royal Plaza on Scotts,4,nothing liked location facilities access executive lounge good plus rate 
143,Royal Plaza on Scotts,4,bacon proper milk tea room meals limited far western palate concerned view room rooftops air con units soon stepped door forehead temperature check every time meal well area around hotel felt safe secure staff always available help got things instead local bus service good tour big bus company ran good outfit city also thriving city minutes away room iron board hair drier staff departments seemed customer focussed meal time places cleared immeadiatly cleaned swept 
144,Royal Plaza on Scotts,4,rooms generally view expected given location heart orchard located near main strip orchard road minutes walk ion tangs mrt station staff efficient attended needs requested standard room larger find singapore aside serviced apartments 
145,Grand Copthorne Waterfront,3,location isolated nothing much expect breakfast 
146,Grand Copthorne Waterfront,4,location convenient public transport paul concierge supremely helpful booking us taxis advising best food places breakfast morning nicely varied delicious rooms well cleaned maintained day 
147,Grand Copthorne Waterfront,4,time slot booking breakfast expensive surcharge early check requested friendly staff 
148,Grand Copthorne Waterfront,4,bathroom well clean swimming pool small gym facilities old room well clean time 
149,Grand Copthorne Waterfront,4,room carpet smelly pool side bar closed lights button working ambiance good 
150,Grand Copthorne Waterfront,4,air con cool love water good strong flow water love staff services slow check staff issue wrong invoice take time since give information advance  days still wrong bath hub cannot used 
151,Grand Copthorne Waterfront,4,room commensurate value charged hotel beautiful clean 
152,Grand Copthorne Waterfront,4,false cost clear rate sold include cost  booking com ensure full real cost quoted room pillows bed comfortable nice views city 
153,Grand Copthorne Waterfront,4,nil bf 
154,Grand Copthorne Waterfront,4,breakfast small area considering guests food quality improved massive hotel busy times seems popular choice group travelers clean efficient front desk staff helpful 
155,Grand Copthorne Waterfront,4,perhaps room dining option reviewed hehe overall exceeding expectations especially terms value money location cleanliness service quality facilities meets basic requirements especially travel work facilities considered quite well maintained location reasonably convenient get really nearby bus stop stop mrt station 
156,Grand Copthorne Waterfront,3,misunderstandings quite often waiting time arrival room long general questions waiting time long simple questions answers river restaurant staff awesome 
157,Grand Copthorne Waterfront,4,however room service staff operator needs training told telephone operator refreidgerator rooms actually near writing table also room delivery staff speak english problem plug points wall  pin child lock difficult use  pin plug unless adaptor water drain well wash basin pillows high excellent location breakfast friendly helpfull staff beautiful seating river front food drink service comfortable rooms 
158,Grand Copthorne Waterfront,4,breakfast easy access walking cycling 
159,Grand Copthorne Waterfront,4,location room foods 
160,Grand Copthorne Waterfront,4, pack tea bag offered coffee maker  star hotel hardly anything mini bar breakfast crowded chaotic like neighborhood hawker center large room clean comfi bed 
161,Grand Copthorne Waterfront,4,bit tired pool area drab pool bar operating phone order drinks working carry drinks via lifts bar pool offers help reception staff excellent assisted us late checkout breakfast v good concierge helpful 
162,Grand Copthorne Waterfront,4,pillows little bit soft liking hotel little bit old cleanliness excellent breakfast also excellent 
163,Grand Copthorne Waterfront,4,location good near great wall shopping ce tre 
164,Grand Copthorne Waterfront,4,wasnt able get late check even requesting booking requested extra blanket told would delivered room prompt staff twice call one came even till next morning friendly front house staff 
165,Grand Copthorne Waterfront,4,rooms old furniture dated hidden corners vacuumed 
166,Grand Copthorne Waterfront,4,rooms little dated excellent location beautiful views overlooking river walking distance restaurants breakfast buffet offered good choice international foods lovely public areas guests staff professional friendly helpful 
167,Grand Copthorne Waterfront,4,bathroom tiles mildew could cleaned check call staff get done breakfast check went well room good decent view 
168,Grand Copthorne Waterfront,4,overnight stay friend expercience awesome requested check granted nice view high floor request specially id like breakfast friend enjoy many selections specially cook section requested wonderful delicious omellete laksa dessert fruits selections flavour ice cream kudos team recommended surely come back thanks 
169,Grand Copthorne Waterfront,3,went celebrate anniversary requested cake entertained pillows bad came home stiff neck told receptionist check apologize told us write professional big toilet bath tub 
170,Mercure Singapore On Stevens,3,slow respond reception counter 
171,Mercure Singapore On Stevens,4,breakfast nice clean room 
172,Mercure Singapore On Stevens,4,good clean 
173,Mercure Singapore On Stevens,4,crowded breakfast severing hall times place sitting personal helpful showed much stress breakfast time would  minutes longer may make solve part problem  clean  shuttle bus 
174,Mercure Singapore On Stevens,3,room way mall pool 
175,Mercure Singapore On Stevens,4,carpark signboard clear leading wrong carpark check staff unable waive fee wrong carpark hotel also policy one complimentary carpark coupon given guest daily amenities within walking distance becomes big issue guests travel nearby region without incurring carpark costs checkin checkout fast staff friendly hotel room clean 
176,Mercure Singapore On Stevens,3,staff attitude lack service rooms wearing already much dining options shower water boiling even turning cold gym location breakfast 
177,Mercure Singapore On Stevens,3,everything good except found room rather small price paid 
178,Mercure Singapore On Stevens,4,beginning layout novotel mature hotels quite confusing wrong turns managed familiarize area entertainment introduced usual swimming pool gym stay raining heavily direct shelter restaurants hence quite inconvenience guests bound get drenched service warm welcoming pleasant service reception premier lounge however premier lounge great place meals splendid view although location hotel near orchard still provides tranquility rural area provides peaceful environment chill get away busy lifestyle 
179,Mercure Singapore On Stevens,4,housekeeping could better twice room cleaned despite please make room sign day cleaned particularly thorough staff really friendly especially lady check two nice big pools big gym several restaurants easy access orchard road good price booked though varies 
180,Mercure Singapore On Stevens,4,twin room small shuttle bus mrt convenient 
181,Mercure Singapore On Stevens,4,small room good one person 
182,Mercure Singapore On Stevens,4,altitude front office staff good breakfast thing two days stay better different food day location bit isolated good family vacation appreciate shuttle service orchard 
183,Mercure Singapore On Stevens,3,deluxe room sizes small accommodate two adults comfortably luggage staff guest house highly hospitable beautiful location 
184,Mercure Singapore On Stevens,3,shuttle bus main mrt station orchard road silent room good breakfast well organized timing servicing 
185,Mercure Singapore On Stevens,4,nothing find booking com efficient affordable system choice hotels excellent comments hotels valid prices average average 
186,Mercure Singapore On Stevens,4,much indian food good food 
187,Mercure Singapore On Stevens,3,size room appropriate location good stay 
188,Mercure Singapore On Stevens,4,room size small well mannered staff promt service clean nice cool facilities inside hotel various cuisines multi racial guests 
189,Mercure Singapore On Stevens,4,service slow problems room needed change waiting  minutes proper working hour pm am stored luggage reception checking waited  minutes luggage taken seems staff really trained properly friendly though 
190,Mercure Singapore On Stevens,2,size room small n bathroom tiny charged twice requested refund today response location good nothing good 
191,Mercure Singapore On Stevens,4,pool great food beverage service noon time visited pool asked breakfast place next could order drink call waiter another restaurant lobby bring menu us returned evening sat pool close  hours nobody approach us clean comfortable bed surrounding quiet busy bus stop steps away lobby 
192,Mercure Singapore On Stevens,0,terrible experience ever hotel ever  hours checkin baby first  room keys work room rebooked another couple walked room still also revoked room card took extra hour fix next morning  hour queue breakfast clueless staff kept disappearing idea total disrespect visitors time addition called reception questions said get back answers never room lights turned am apparent reason happened nights 
193,Mercure Singapore On Stevens,0,check system working arrived already day hunt staff get information end pin staff allowing close door leads office behind reception make sure could still see us waiting come solution get take responsibility problem find us suitable accommodation extra cost us end around  hours waiting still apology compensation wait disruption getting  hour flight uk walking shambles thought would least expect us pay stay due disruption took full money almost week late possibly help cover cost failure system management need go course better look customers instead hiding back room hoping go away communicate affected appreciated booked mecure location proximity shopping district short walk orchard road short walk mrt stevens downtown line 
194,Mercure Singapore On Stevens,4,delayed response social media lack assistance reservation department nee property  hrs gym restaurants hotel express check 
195,Hotel Boss,3,room really small family four much space movement toilet bidet facial tissues ones available instead toilet paper also stinking smell room came time complain request room changes due tight schedules pool definitely made kids mind kiddie pool small play area much location convenient short walk lots nice chinese indian restaurants well mustafa center bus stops lavender station 
196,Hotel Boss,3,room service facilities increase facilities 
197,Hotel Boss,4,breakfast corporate group separate breakfast mix guests coz messy noisy breakfast lot variety pool always clean always towel available 
198,Hotel Boss,4,small room many people breakfast staff cafe friendly enough city nearby interesting location 
199,Hotel Boss,3,staff helpful friendly location good close mrt although family  found grab uber better option 
200,Hotel Boss,4,room clean big sometimes little bit noise next doors location good breakfast acceptable 
201,Hotel Boss,3,comfort location 
202,Hotel Boss,4,cleaning one day good 
203,Hotel Boss,4,breakfast free cost included stay though room smaller size neat clean centrally located break fast k kind could better warm 
204,Hotel Boss,4,room actually really smaller appears photos bathroom walls clean wash basin drain kind blocked takes lot time drain shower handle secured correctly hand held use room service took bath towels replace number towels one location buffet breakfast swimming pool 
205,Hotel Boss,3,aircon one rooms working properly shuts middle night 
206,Hotel Boss,3,staff kinda stupid iron rooms tiny room iron clothing always lot people night really noisy neighbours location really good 
207,Hotel Boss,4,good small room price 
208,Hotel Boss,4,guess facility price paid excellent 
209,Hotel Boss,4,less food eat separate western customers indian customers could eat indian food view nice clean 
210,Hotel Boss,4,bit clean facilities room eg iron hair dryer missing location 
211,Hotel Boss,4,room small lighting updated 
212,Hotel Boss,4,found stuff previous guests one bed hotel full checked alleyway front room quite noisy lot food waste left front doors booked room  double bed  single bed made booking already know size room pretty compact surprised facilities room working perfectly water pressure shower great check swift 
213,Hotel Boss,4,location facilities good 
214,Hotel Boss,3,noisy people hallways sounds like standing room acoustics could better 
215,Hotel Boss,3,staff refused give extra drinking water alternate day housekeeping unacceptable location superb near mrt complimentary parking house guests 
216,Hotel Boss,4,bedroom bathroom small costumer service amenities pool 
217,Hotel Boss,4,costs high currently location usual accessible walking distance food places good conection city centre breakfast wonderful rooms cosy 
218,Hotel Boss,4,crowded front lobby location near mrt 
219,Hotel Boss,3,crowded location 
220,Royal Plaza on Scotts,4,bathrobes location excellent 
221,Royal Plaza on Scotts,4,room quite big comfortable 
222,Royal Plaza on Scotts,4,room quite spacious food carousel good near heart famous malls orchard rd 
223,Royal Plaza on Scotts,4,queue breakfast long almost every day food served ok great location close orchard road mrt station 
224,Royal Plaza on Scotts,5,
225,Royal Plaza on Scotts,4,nothing breakfast fantastic many choices different dishes hotel main central area near orchard road mrt station  meters prices singapore high book advance get discounted rate 
226,Royal Plaza on Scotts,4,washroom shower heads need deep clean would prefer child friendly tv channels location excellent buffet prices quite high hence preferred eat pool significantly small could better staffed rooms spacious air conditioning fluctuated quite bit night causing bit disturbance free drinks loved kids nespresso bonus adults 
227,Royal Plaza on Scotts,4,complaint bed bit dusty uncomfortable keep sneezing goodnight sleep wish improve cleanliness sheets location great right heart orchard near shopping malls restaurants mrt tourists attractions like free pocket wifi smooth checkin checkout took long staff friendly hotel decor furnishings nice bright modern room average size complete toiletries bathroom spacious clean selection complimentary drinks inside room surprising breakfast buffet serves halal good selections limited hope add 
228,Royal Plaza on Scotts,4,tv channel please 
229,Royal Plaza on Scotts,4,bath shower room fantastic location friendly staff 
230,Royal Plaza on Scotts,5,location great steal sgd christmas season kids thrilled hear minibar items complimentary 
231,Royal Plaza on Scotts,4,food restaurant less varieties quality compare  years ago friendly staff good example syed 
232,Royal Plaza on Scotts,4,pool small 
233,Royal Plaza on Scotts,4,kids swimming pool adult pool deep conducive swimming 
234,Royal Plaza on Scotts,5,wished room view could better one night stay perfect amenities available room clean room pretty spacious  adults  child service good prompt bringing baby cot requested check took  minutes 
235,Royal Plaza on Scotts,4,breakfast convenient shopping orchard road 
236,Royal Plaza on Scotts,4,love staff also location one concierge offered praying mat also praying time first us since 
237,Royal Plaza on Scotts,5,think everything fine awesome room clean n comfortable everyday get complimentary mini bar even wifi router yes free eachday sign prayer direction moslem restaurant halal sertificate worry 
238,Royal Plaza on Scotts,4,breakfast variety food poor identical breakfast repeated  night stay extremely limited options vegetarians location cleanliness staff 
239,Royal Plaza on Scotts,4,none room quite spacious room facilities quite complete needed items room highlight room nespresso coffee machine generous free minibar location excellent within close walking distance mrt stations since restaurants halal resto makes dining hotel much easier 
240,Royal Plaza on Scotts,5,nothing value money 
241,Royal Plaza on Scotts,4,buffet breakfast area super crowded long queue room upgraded thankful 
242,Royal Plaza on Scotts,5,price everything except price cheaper would much better 
243,Royal Plaza on Scotts,4,excellent location right pathway orchard shopping area great x mas 
244,Royal Plaza on Scotts,4,facilities great swimming pool gym small nothing kids excellent location good breakfast staff front office lobby manage cabs extremely good room spacious 
245,Grand Copthorne Waterfront,3,bathroom exactly clean class  stars certainly   moldy grout shower screen close properly handle inside shower screen maybe close properly decent enough location close great world shopping complex future mrt station built across road 
